University,Country,Latitude,Longitude
Hamamatsu University,Japan,34.7690653,137.7425378
Hamamatsu University School of Medicine,Japan,34.7690653,137.7425378
Hanazono University,Japan,35.0164764,135.7266334
Hannan University,Japan,34.5914401,135.5348878
Heisei International University,Japan,36.100356,139.642846
Higashi Nippon International University,Japan,37.0575339,140.9080152
Hijiyama University,Japan,34.42866910000001,132.4754115
Himeji Dokkyo University,Japan,34.8734944,134.6895172
Himeji Institute of Technology,Japan,34.6783119,135.0521401
Hirosaki Gakuin University,Japan,40.5838399,140.4681868
Hirosaki University,Japan,40.5881811,140.4726716
Hiroshima Bunkyo Women's University,Japan,34.5055308,132.5195657
Hiroshima City University,Japan,34.4384655,132.4161172
Hiroshima Institute of Technology,Japan,34.37081060000001,132.3440139
Hiroshima International University,Japan,34.3127074,132.6889521
Hiroshima Jogakuin University,Japan,34.4136405,132.4850373
Hiroshima Kokusai Gakuin University,Japan,34.4099611,132.5795234
Hiroshima Prefectural University,Japan,34.8252182,132.9768218
Hiroshima Shudo University,Japan,34.433687,132.4039778
Hiroshima University,Japan,34.3991292,132.7140406
Hiroshima University of Economics,Japan,34.4468304,132.4564716
Hiroshima Women's University,Japan,34.3852894,132.4553055
Hitotsubashi University,Japan,35.6944035,139.4454577
Hokkaido Information University,Japan,43.077836,141.537176
Hokkaido Institute of Pharmaceutical Sciences,Japan,43.2203266,142.8634737
Hokkaido Institute of Technology,Japan,43.1351594,141.2471867
Hokkaido Tokai University,Japan,43.2203266,142.8634737
Hokkaido University,Japan,43.0779575,141.340013
Hokkaido University of Education,Japan,43.1695483,141.3943885
Hokkaido University of Health Sciences,Japan,43.0779575,141.340013
Hokkaigakuen University,Japan,43.0463505,141.3685831
Hokkaigakuen University of Kitami,Japan,43.8039761,143.8957837
Hokuriku University,Japan,36.525433,136.707513
Hokusei Gakuen University,Japan,36.204824,138.252924
Hosei University,Japan,35.6958117,139.74161
Hoshi University,Japan,35.6180565,139.7126087
Hyogo College of Medicine,Japan,34.7184394,135.3788511
Hyogo University,Japan,34.7471561,134.882594
Hyogo University of Education,Japan,34.6833357,135.1634864
Ibaraki Christian College,Japan,36.5144955,140.6167069
Ibaraki Prefectural University of Health Sciences,Japan,36.026619,140.2109348
Ibaraki University,Japan,36.401437,140.4432558
International Buddhist University,Japan,34.5456323,135.5846815
International Budo University,Japan,35.1608211,140.3210488
International Christian University,Japan,35.6875365,139.5295507
International University of Health and Welfare,Japan,36.8709819,140.0696377
International University of Japan,Japan,37.1480698,138.9465221
International University of Kagoshima,Japan,31.4938,130.4961538
Ishinomaki Senshu University,Japan,38.4530669,141.2947433
Iwaki Meisei University,Japan,37.018874,140.9169473
Iwate Medical University,Japan,39.6109273,141.1623651
Iwate Prefectural University,Japan,39.8028018,141.1374405
Iwate University,Japan,39.7161777,141.1364266
Japan Advanced Institute of Science and Technology,Japan,36.4442912,136.5924337
Japan College of Social Work,Japan,35.7664449,139.5072813
Japanese Red Cross College of Nursing,Japan,35.6542144,139.7185105
Japan Women's University,Japan,35.7174773,139.7205335
Jichi Medical School,Japan,35.67921,139.738916
Jikei University School of Medicine,Japan,35.6629327,139.7505774
Jissen Women's University,Japan,35.6716143,139.3897934
Jobu University,Japan,36.2787337,139.1778879
Joetsu University of Education,Japan,37.136235,138.2252979
Josai International University,Japan,35.5818348,140.3919497
Josai University,Japan,35.6958117,139.74161
Juntendo University,Japan,35.7024154,139.7607478
Kagawa Institute of Nutrition,Japan,34.2225915,134.0199152
Kagawa Medical School,Japan,34.2225915,134.0199152
Kagawa University,Japan,34.3422096,134.0371086
Kagoshima Immaculate Heart University,Japan,31.8253767,130.328313
Kagoshima University,Japan,31.5699425,130.5442848
Kagoshima Women's College,Japan,31.582819,130.551489
Kamakura Women's College,Japan,35.3530506,139.5394091
Kanagawa Dental College,Japan,35.2843524,139.6699876
Kanagawa Institute of Technology,Japan,35.4865554,139.3432554
Kanagawa University,Japan,35.4846317,139.6199638
Kanazawa College of Art,Japan,36.5561283,136.6772214
Kanazawa College of Economics,Japan,36.5561283,136.6772214
Kanazawa Gakuin University,Japan,36.5175048,136.6950787
Kanazawa Institute of Technology,Japan,36.530187,136.627849
Kanazawa Medical University,Japan,36.6553396,136.6464891
Kanazawa University,Japan,36.5459066,136.7076053
Kanda University of International Studies,Japan,35.6566487,140.0430178
Kansai Gaidai University,Japan,34.8234631,135.6646913
Kansai Medical University,Japan,34.8174944,135.6452343
Kansai University,Japan,34.7732731,135.5107369
Kansai University of International Studies,Japan,34.771442,135.0433855
Kansai University of Social Welfare,Japan,34.7620768,134.3688343
Kanto Gakuen University,Japan,36.2862907,139.3549168
Kanto Gakuin University,Japan,35.3234243,139.6254322
Kawamura Gakuen Woman's University,Japan,35.8769284,140.0540931
Kawasaki Medical School,Japan,34.6322703,133.8113098
Kawasaki University of Medical Care,Japan,34.634823,133.810975
Keiai University,Japan,35.63352,140.1036698
Keio University,Japan,35.6489643,139.7429376
Keisen Jogaku-en College,Japan,36.204824,138.252924
Keiwa College,Japan,37.9558057,139.2924013
Kibi International University,Japan,34.7974918,133.623851
Kinjo Gakuin University,Japan,35.210475,136.9949988
Kinki University,Japan,34.6501483,135.5880924
Kitakyushu University,Japan,33.8441253,130.8785001
Kitami Institute of Technology,Japan,43.8222567,143.9054081
Kitasato University,Japan,35.6447768,139.7256298
Kobe City University of ForeignStudies,Japan,34.6799958,135.0606425
Kobe Design University,Japan,34.67762099999999,135.056829
Kobe Gakuin University,Japan,34.6640884,135.0298032
Kobe International University,Japan,34.6814687,135.2702465
Kobe Jogakuin University,Japan,34.4136405,132.4850373
Kobe Pharmaceutical University,Japan,34.7320046,135.2832281
Kobe Shinwa Women's University,Japan,34.7281586,135.1544484
Kobe Shoin Women's University,Japan,34.7273535,135.2296609
Kobe University,Japan,34.6900806,135.1956311
Kobe University of Mercantile Marine,Japan,34.6900806,135.1956311
Kobe Women's University,Japan,34.6900806,135.1956311
Kochi Medical School,Japan,36.204824,138.252924
Kochi University,Japan,33.5490378,133.4867352
Kochi University of Technology,Japan,33.6206846,133.7198186
Kochi Women's University,Japan,33.529929,133.583704
Kogakkan University,Japan,34.4862274,136.7270647
Kogakuin University,Japan,35.6906588,139.695428
Koka Women's College,Japan,36.204824,138.252924
Kokugakuin University,Japan,35.6551147,139.7118797
Kokushikan University,Japan,35.6478739,139.6537457
Komazawa University,Japan,35.6289685,139.65841
Konan University,Japan,34.7295367,135.2686314
Konan Women's University,Japan,34.7343803,135.2883236
Korea University,Japan,35.7241683,139.4486127
Koriyama Women's University and College,Japan,37.3971647,140.3517321
Koshien University,Japan,34.806418,135.3332483
Koyasan University,Japan,34.212154,135.585196
Kumamoto Gakuen University,Japan,32.8047067,130.7288632
Kumamoto Institute of Technology,Japan,32.8767494,130.7480364
Kumamoto Prefectural University,Japan,32.8056313,130.7655969
Kumamoto University,Japan,32.812993,130.7275286
Kunitachi College of Music,Japan,35.732059,139.412714
Kurashiki Sakuyo University,Japan,34.5752096,133.6776815
Kurashiki University of Science and the Arts,Japan,34.5562451,133.7125302
Kure University,Japan,34.2881167,132.6378998
Kurume Institute of Technology,Japan,33.2655377,130.5371398
Kurume University,Japan,33.3287206,130.5111838
Kushiro Public University of Economics,Japan,43.018379,144.39643
Kwansei Gakuin University,Japan,34.7684386,135.3467754
Kwassui Women's College,Japan,32.7080718,129.8658362
Kyorin University,Japan,35.677279,139.5659607
Kyoritsu Pharmaceutical University,Japan,36.204824,138.252924
Kyoritsu Woman's University,Japan,35.6933207,139.7572299
Kyoto Bunkyo University,Japan,34.9145587,135.78486
Kyoto City University of Arts,Japan,34.9744099,135.6637765
Kyoto Gakuen University,Japan,34.9949646,135.5548741
Kyoto Institute of Technology,Japan,35.0497801,135.7820295
Kyoto Pharmaceutical University,Japan,34.9911199,135.8092229
Kyoto Prefectural University,Japan,35.0468405,135.7651793
Kyoto Prefectural University of Medicine,Japan,35.024212,135.7699278
Kyoto Sangyo University,Japan,35.0705041,135.7572286
Kyoto Seika University,Japan,35.07311079999999,135.7703369
Kyoto Tachibana Women's University,Japan,34.9683705,135.8245362
Kyoto University,Japan,35.0262444,135.7808218
Kyoto University of Art and Design,Japan,35.03704889999999,135.792983
Kyoto University of Education,Japan,34.9508215,135.773769
Kyoto University of Foreign Studies,Japan,35.0038645,135.7189067
Kyoto Women's University,Japan,34.988605,135.779842
Kyushu Dental College,Japan,33.8721001,130.853671
Kyushu Institute of Design,Japan,33.5609453,130.4302883
Kyushu Institute of Technology,Japan,33.8924451,130.8402662
Kyushu International University,Japan,32.59,130.8
Kyushu Kyoritsu University,Japan,33.8718339,130.7051621
Kyushu Sangyo University,Japan,33.6705294,130.4446572
Kyushu Tokai University,Japan,32.8115167,130.7433975
Kyushu University,Japan,36.204824,138.252924
Kyushu University of Nursing and SocialWelfare,Japan,32.9469937,130.5531189
Kyushu Women's University,Japan,33.8689992,130.7078004
Matsumoto Dental University,Japan,36.1273566,137.9403689
Matsusaka University,Japan,34.5436958,136.5378202
Matsuyama University,Japan,33.8509961,132.7675296
Meiji College of Pharmacy,Japan,36.204824,138.252924
Meiji Gakuin University,Japan,36.204824,138.252924
Meiji University,Japan,35.6972422,139.7615346
Meiji University of Oriental Medicine,Japan,35.182144,135.48998
Meijo University,Japan,35.13552720000001,136.9754934
Meikai University,Japan,35.644977,139.920177
Meio University,Japan,26.6244518,127.9738733
Meisei University,Japan,35.6449107,139.4084623
Mejiro University,Japan,35.7175964,139.6803965
Mie University,Japan,34.7443274,136.5241812
Mimasaka Women's College,Japan,35.0086247,134.148604
Minamikyushu University,Japan,31.9365603,131.4156181
Miyagi Gakuin Women's College,Japan,38.3068864,140.8534614
Miyagi University,Japan,38.3494026,140.8409123
Miyagi University of Education,Japan,38.2585161,140.8309577
Miyazaki Medical College,Japan,36.204824,138.252924
Miyazaki Municipal University,Japan,31.9262344,131.4188446
Miyazaki Prefectural Nursing University,Japan,31.859307,131.414743
Miyazaki University,Japan,31.8295664,131.4141929
Morioka College,Japan,39.8154009,141.1369737
Mukogawa Women's University,Japan,34.717235,135.3744694
Muroran Institute of Technology,Japan,42.3785252,141.0345921
Musashi Institute of Technology,Japan,35.5987819,139.6506685
Musashino Academy of Music,Japan,36.204824,138.252924
Musashino Art University,Japan,35.7259555,139.4475954
Musashino Women's University,Japan,35.71769159999999,139.5660882
Musashi University,Japan,35.7367788,139.6671777
Nagano University,Japan,36.66608300000001,138.200451
Nagaoka University of Technology,Japan,37.42407439999999,138.7779764
Nagasaki Institute of Applied Science,Japan,32.7537431,129.9418675
Nagasaki Prefectural University,Japan,33.1858601,129.6667922
Nagasaki University,Japan,32.786195,129.8651815
Nagoya City University,Japan,35.1393885,136.9352179
Nagoya College of Music,Japan,35.1633291,136.8430657
Nagoya Economics University,Japan,35.319686,136.953699
Nagoya Gakuin University,Japan,35.1283752,136.8989352
Nagoya Institute of Technology,Japan,35.157054,136.9251139
Nagoya University,Japan,35.1538553,136.9682402
Nagoya University of Arts,Japan,35.2561463,136.8815635
Nagoya University of Commerce and Business Administration,Japan,35.1547844,137.0934089
Nagoya University of Foreign Studies,Japan,35.1586428,137.0421818
Nagoya Women's University,Japan,35.1318186,136.9376272
Nakamura Gakuen University,Japan,33.5724545,130.3667295
Nanzan University,Japan,35.1486932,136.9628409
Nara Medical University,Japan,34.5033729,135.793002
Nara Sangyo University,Japan,34.7205137,135.7460909
Nara University,Japan,34.715304,135.7831816
Nara University of Commerce,Japan,34.715304,135.7831816
Nara University of Education,Japan,34.6742677,135.8423464
Nara Women's University,Japan,34.6878987,135.8294218
Naruto University of Education,Japan,34.2025766,134.6059415
National Defence Medical College,Japan,35.8031138,139.4677928
National Fisheries University,Japan,34.0700691,130.8927645
National Institute of Fitness and Sports Kanoya,Japan,31.3935117,130.7880204
Nihon Fukushi University,Japan,34.7841538,136.8682001
Nihon University,Japan,35.691014,139.737574
Niigata College of Pharmacy,Japan,37.9161244,139.0363708
Niigata Sangyo University,Japan,37.334673,138.5930519
Niigata University,Japan,37.9161244,139.0363708
Niigata University of International and Information Studies,Japan,37.8169571,138.9002741
Niigata University of Management,Japan,37.6720695,139.0648498
Nippon Bunri University,Japan,33.2327442,131.7235145
Nippon Dental University,Japan,36.204824,138.252924
Nippon Institute of Technology,Japan,36.02786529999999,139.714034
Nippon Medical School,Japan,35.7210943,139.7589509
Nippon Sport Science University,Japan,35.621733,139.6499261
Nippon Veterinary and Animalscience University,Japan,36.204824,138.252924
Nishikyushu University,Japan,33.3297741,130.3482448
Nishinippon Institute of Technology,Japan,33.7531898,130.9735671
Nisho Gakusha University,Japan,35.69212419999999,139.7455989
Nortre Dame Seishin University,Japan,34.6728141,133.9167148
Notre Dame Women's College,Japan,35.0508208,135.7719889
Obihiro University of Agriculture and Veterinary Medicine,Japan,42.8753983,143.1752467
Obirin University,Japan,35.5813653,139.4070932
Ochanomizu Women's University,Japan,36.204824,138.252924
Ohka Gakuen University,Japan,35.0597627,136.9753866
Ohtani Women's University,Japan,35.7174773,139.7205335
Ohu University,Japan,37.4181849,140.3742552
Oita Medical University,Japan,33.2396084,131.6095148
Oita University,Japan,33.1740073,131.6077701
Oita University of Nursing and Health Sciences,Japan,33.1753585,131.543417
Okayama Prefectural University,Japan,34.6926858,133.7816289
Okayama Shoka University,Japan,34.6826942,133.9008309
Okayama University,Japan,34.687057,133.9222083
Okayama University of Science,Japan,34.6949258,133.9279427
Okinawa International University,Japan,26.2629069,127.7532479
Okinawa Prefectural University of Fine Arts,Japan,26.2188462,127.7194641
Okinawa University,Japan,26.4643027,127.8301869
Osaka City University,Japan,34.5922748,135.5046827
Osaka College of Music,Japan,34.7535158,135.4713637
Osaka Dental University,Japan,34.8407855,135.6696765
Osaka Electro-Communication University,Japan,34.7605195,135.6276862
Osaka Gakuin University,Japan,34.773426,135.5420747
Osaka Institute of Technology,Japan,34.7306914,135.5437041
Osaka International University,Japan,34.7477944,135.6032633
Osaka International University for Women,Japan,34.6937249,135.5022535
Osaka Medical College,Japan,34.852415,135.6249697
Osaka Prefectural University,Japan,34.5483696,135.5063606
Osaka Sangyo University,Japan,34.7077889,135.6436518
Osaka Shoin Women's College,Japan,34.6637321,135.5773913
Osaka University,Japan,34.8220139,135.5244676
Osaka University of Arts,Japan,34.5114246,135.6311117
Osaka University of Commerce,Japan,34.6663007,135.5849038
Osaka University of Economics,Japan,34.7504296,135.5447552
Osaka University of Economics & Law,Japan,34.7504296,135.5447552
Osaka University of Education,Japan,36.204824,138.252924
Osaka University of Foreign Studies,Japan,34.8230688,135.4913961
Osaka University of Health and Sport Sciences,Japan,34.3806999,135.3590994
Osaka University of Pharmaceutical Sciences,Japan,34.8639792,135.5753724
Osaka Women's University,Japan,36.204824,138.252924
Otani University,Japan,35.0424623,135.7589846
Otaru University of Commerce,Japan,43.1912035,140.9797682
Otemae University,Japan,36.204824,138.252924
Otemon Gakuin University,Japan,34.8477403,135.5590899
Otsuma Women's University,Japan,35.6910898,139.743161
Polytechnic University,Japan,35.738573,139.460918
Poole Gakuin University,Japan,34.4834051,135.5341148
Rakuno Gakuen University,Japan,43.0740065,141.5109921
Reitaku University,Japan,35.8330964,139.9549897
Rikkyo University (St. Paul's University),Japan,35.73017919999999,139.7034473
Rissho University,Japan,35.62070569999999,139.7234833
Ritsumeikan Asia Pacific University,Japan,33.3371371,131.4683448
Ritsumeikan University,Japan,35.0325561,135.7233044
Ryukoku University,Japan,36.204824,138.252924
Ryutsu Keizai University,Japan,35.91679,140.1895284
Saga Medical School,Japan,33.2845671,130.2651786
Sagami Women's University,Japan,35.5323096,139.430011
Saga University,Japan,33.2411834,130.2905618
Saitama Institute of Technology,Japan,36.1950965,139.2393858
Saitama Medical School,Japan,35.9378283,139.3050682
Saitama Prefectural University,Japan,35.9303669,139.757783
Saitama University,Japan,35.862344,139.6073453
Sakushin Gakuin University,Japan,36.5433717,139.9774578
Sankei University,Japan,36.204824,138.252924
Sanno University,Japan,35.613518,139.661498
Sanyo Gakuen University,Japan,36.204824,138.252924
Sapporo Gakuin University,Japan,43.0664097,141.4945129
Sapporo International University,Japan,43.0007265,141.4261603
Sapporo Medical University,Japan,43.055198,141.33214
Sapporo University,Japan,43.010542,141.3819463
Science University of Tokyo,Japan,35.699827,139.7414458
Science University of Tokyo in Yamaguchi,Japan,35.6761919,139.6503106
Seian University of Art & Design,Japan,35.109093,135.902314
Seigakuin University,Japan,35.9385122,139.5960662
Seijo University,Japan,35.6423064,139.6006472
Seikei University,Japan,35.713823,139.5738857
Seinan Gakuin University,Japan,33.5849785,130.354939
Seisen University,Japan,35.6271214,139.7294418
Seiwa College,Japan,34.7620316,135.3515923
Sendai University,Japan,38.0509188,140.771148
Senshu University,Japan,35.6968426,139.7541495
Senzoku Gakuen College,Japan,35.5957418,139.6140938
Setsunan University,Japan,34.7796799,135.6118957
Shibaura Institute of Technology,Japan,35.6605332,139.7948506
Shiga University,Japan,35.277927,136.2469226
Shiga University of Medical Science,Japan,34.9740054,135.9503421
Shikoku Christian College,Japan,33.7432238,133.6375314
Shikoku University,Japan,34.1029132,134.5538231
Shimane University,Japan,35.48640940000001,133.0681197
Shimane University  Faculty of Medicine,Japan,35.3474384,132.7545364
Shimonoseki City University,Japan,33.9873761,130.9346413
Shinshu University,Japan,36.250076,137.9788675
Shirayuri Women's College,Japan,35.6680756,139.5809958
Shizuoka Prefectural University,Japan,35.0929397,138.3190276
Shizuoka Sangyo University,Japan,34.6975627,137.8596398
Shizuoka University,Japan,34.963532,138.433075
Shokei College,Japan,36.204824,138.252924
Shonan Institute of Technology,Japan,35.3250625,139.4511682
Showa College of Pharmaceutical Sciences,Japan,36.204824,138.252924
Showa University,Japan,36.204824,138.252924
Showa Women's University,Japan,35.6437883,139.6757313
Shuchiin College,Japan,34.9138068,135.7657964
Shujitsu Women's University,Japan,35.7174773,139.7205335
Shukutoku University,Japan,35.5745267,140.1448528
Shumei University,Japan,35.7717438,140.0993253
Siebold University of Nagasaki,Japan,32.8087161,129.8745713
Soai University,Japan,34.634745,135.42776
Soka University,Japan,35.6908122,139.3269341
Sonoda Women's University,Japan,34.7480145,135.4093187
Sophia University,Japan,35.6831167,139.7319235
St. Andrew's University,Japan,34.4510177,135.455979
St. Luke' s College of Nursing,Japan,35.6678259,139.7753849
St. Marianna University School of Medicine,Japan,35.59976470000001,139.5484652
Sugino Women's College,Japan,35.647502,139.423161
Sugiyama Jogakuen University,Japan,35.1593989,136.9872547
Surugadai University,Japan,35.8312682,139.3357626
Suzuka International University,Japan,34.8085696,136.5384059
Suzuka University of Medical Science,Japan,34.8589759,136.5993584
Taisho University,Japan,35.7426903,139.7276779
Takachiho University,Japan,35.6822169,139.6381223
Takamatsu University,Japan,34.329074,134.0875921
Takarazuka University of Art and Design,Japan,34.8361256,135.4001178
Takasaki City University of Economics,Japan,36.3456541,138.9770055
Takushoku University,Japan,35.7154678,139.7362701
Tama Art University,Japan,35.611986,139.350497
Tamagawa University,Japan,36.204824,138.252924
Tama Institute of Management and Information Sciences,Japan,,
Teikyo Heisei University,Japan,35.5065302,140.1723434
Teikyo University of Science and Technology,Japan,35.753639,139.789578
Temple University Japan,Japan,35.6424143,139.6738205
Tenri University,Japan,34.5971646,135.8450346
Tezukayama Gakuin University,Japan,36.204824,138.252924
Tezukayama University,Japan,34.6854716,135.7221854
Toho College of Music,Japan,35.8972984,139.5235264
Toho Gakuen School of Music,Japan,35.6579295,139.5458137
Tohoku Bunka Gakuen University,Japan,38.2771326,140.8342918
Tohoku College of Pharmacy,Japan,39.1362124,141.1499861
Tohoku Fukushi University,Japan,38.2799406,140.8473999
Tohoku Gakuin University,Japan,38.2494437,140.8773011
Tohoku Institute of Technology,Japan,38.2354255,140.8734666
Tohoku University,Japan,38.253834,140.874074
Tohoku University of Art and Design,Japan,38.21889030000001,140.3448636
Tohoku Women's College,Japan,40.5805301,140.4853634
Toho University,Japan,35.570859,139.7248102
Tohwa University,Japan,33.5591526,130.4209871
Toin University of Yokohama,Japan,35.5662314,139.5182237
Tokai Gakuen University,Japan,35.1260448,137.1016933
Tokai University,Japan,35.6644893,139.6845382
Tokai University Educational System,Japan,35.6644893,139.6845382
Tokai Women's College,Japan,35.182034,136.9053192
Tokiwa University,Japan,36.38106,140.4405049
Tokoha Gakuen University,Japan,35.0134333,138.4266058
Tokushima Bunri University,Japan,34.0527181,134.5574491
Tokushima University,Japan,34.0699272,134.5598132
Tokuyama University,Japan,34.0475093,131.8450053
Tokyo College of Music,Japan,35.6468037,139.6999609
Tokyo Denki University,Japan,35.7485983,139.8063061
Tokyo Dental College,Japan,35.7015014,139.7549169
Tokyo Engineering University,Japan,35.6761919,139.6503106
Tokyo Gakugei University,Japan,35.7059502,139.4927773
Tokyo Institute of Polytechnics,Japan,35.6761919,139.6503106
Tokyo Institute of Technology,Japan,35.6051229,139.6835302
Tokyo International University,Japan,35.9271012,139.4389625
Tokyo Kasei University,Japan,36.204824,138.252924
Tokyo Keizai University,Japan,35.6990192,139.490046
Tokyo Medical and Dental University,Japan,35.7014083,139.7641609
Tokyo Medical College,Japan,35.6935622,139.7122345
Tokyo Metropolitan Institute of Technology,Japan,35.6761919,139.6503106
Tokyo Metropolitan University,Japan,35.6172487,139.3771559
Tokyo Metropolitan University of Health Sciences,Japan,35.6172487,139.3771559
Tokyo National University of Fine Arts and Music,Japan,35.71957820000001,139.7726862
Tokyo University,Japan,35.7126775,139.761989
Tokyo University of Agriculture,Japan,35.6411275,139.6321403
Tokyo University of Agriculture and Technology,Japan,35.6839551,139.4786719
Tokyo University of Art and Design,Japan,35.71957820000001,139.7726862
Tokyo University of Fisheries,Japan,35.6761919,139.6503106
Tokyo University of Foreign Studies,Japan,35.6756453,139.5202609
Tokyo University of Information Sciences,Japan,35.6367963,140.2047442
Tokyo University of Mercantile Marine,Japan,35.71957820000001,139.7726862
Tokyo University of Pharmacy and Life Science,Japan,35.6386105,139.3839456
Tokyo Woman's Christian University,Japan,35.7109934,139.5901783
Tokyo Women's College of Physical Education,Japan,35.6887029,139.4287895
Tokyo Women's Medial College,Japan,35.6761919,139.6503106
Tomakomai Komazawa University,Japan,42.6009465,141.4679239
Tottori University,Japan,35.5152072,134.1733553
Tottori University of Environmental Studies,Japan,35.4514155,134.2567093
Toyama Medical and Pharmaceutical University,Japan,36.6958223,137.2137211
Toyama Prefectural University,Japan,36.7062612,137.0978366
Toyama University,Japan,36.7004753,137.1888529
Toyama University of International Studies,Japan,36.6001806,137.2751205
Toyo Eiwa Women's University,Japan,35.50839610000001,139.5099998
Toyo Gakuen University,Japan,35.704668,139.757639
Toyohashi University of Technology,Japan,34.7011877,137.4100631
Toyota Technological Institute,Japan,35.106569,136.9829776
Toyo University,Japan,35.7227395,139.7502677
Tsuda College,Japan,35.72213929999999,139.4664808
Tsukuba University,Japan,36.1038666,140.1020979
Tsurumi University,Japan,35.504954,139.672771
Tsuru University,Japan,35.5384289,138.8969178
Ueno Gakuen College,Japan,35.71545,139.782087
United Nations University,Japan,35.662312,139.7082801
University of Aizu,Japan,37.5238424,139.9374396
University of Bunkyo,Japan,35.7078686,139.7524369
University of East Asia,Japan,33.999782,130.948599
University of Electro-Communications,Japan,35.6576913,139.5436537
University of Marketing and Distribution Sciences,Japan,34.6864505,135.0577442
University of Occupational and Environmental Health  Japan,Japan,33.8778921,130.7138283
University of Shiga Prefecture,Japan,35.2595247,136.2188729
University of the Air,Japan,35.6531543,140.0496527
University of the Ryukyus,Japan,26.2516868,127.7684078
University of the Sacred Heart Tokyo,Japan,35.651335,139.719977
Utsunomiya University,Japan,36.5482008,139.912899
Wakayama Medical College,Japan,34.2303678,135.1707405
Wakayama University,Japan,34.2655619,135.1516463
Wakkanai Hokusei Gakuen University,Japan,45.3828035,141.7179225
Wako University,Japan,35.5747837,139.4732201
Waseda University,Japan,35.7087334,139.7196485
Wayo Women's University,Japan,35.7430458,139.9042845
Women's College of Fine Arts,Japan,36.204824,138.252924
Yamagata University,Japan,38.2464755,140.3493295
Yamaguchi Prefectural University,Japan,34.1947151,131.4982414
Yamaguchi University,Japan,34.1486699,131.46792
Yamanashi Gakuin University,Japan,35.6574557,138.6009382
Yamanashi Medical University,Japan,35.6933453,138.6873168
Yamanashi University,Japan,35.6778833,138.5735023
Yasuda Women's University,Japan,36.204824,138.252924
Yokkaichi University,Japan,35.02166940000001,136.6081753
Yokohama City University,Japan,35.333358,139.6179662
Yokohama College of Commerce,Japan,35.4982677,139.6595781
Yokohama National University,Japan,35.4719402,139.5918719
Adventist University of Africa,Kenya,-1.4028364,36.7283502
Africa International University,Kenya,-1.3024379,36.6900489
Africa Nazarene University,Kenya,-1.3997805,36.7887539
Aga Khan University,Kenya,-1.2624434,36.823145
Catholic University of Eastern Africa,Kenya,-1.3512508,36.7571435
Chuka University,Kenya,-0.3191077,37.6572086
Daystar University,Kenya,-1.4393617,37.0483837
Dedan Kimathi University of Technology,Kenya,-0.3978314,36.9609217
Egerton University,Kenya,-0.023559,37.906193
Great Lakes University of Kisumu,Kenya,-1.263699,36.8025768
Gretsa Universtiy,Kenya,-1.0530935,37.0943726
Inoorero University,Kenya,-1.2692895,36.8180255
Jaramogi Oginga Odinga University of Science and Technology,Kenya,-0.0925556,34.2586682
Jomo Kenyatta University of Agriculture and Technology,Kenya,-0.023559,37.906193
Kabarak University,Kenya,-0.1673696,35.96494670000001
Karatina University,Kenya,-0.4813434,37.127766
Kenya College of Accountancy,Kenya,-0.09864089999999999,34.750008
Kenya Medical Training College,Kenya,-0.023559,37.906193
Kenya Methodist University,Kenya,-1.2812715,36.817596
Kenyatta University,Kenya,-1.181056,36.9272342
Kiriri Womens University of Science and Technology,Kenya,-1.2240565,36.9657914
Kisii University,Kenya,-0.6579168,34.7630307
Laikipia University,Kenya,0.0293756,36.273964
Maasai Mara University,Kenya,-1.0946337,35.8591647
Maseno University,Kenya,-0.006416,34.59738
Masinde Muliro University of Science and Technology,Kenya,0.2925248,34.76222509999999
Meru University of Science and Technology,Kenya,0.1348854,37.7083752
Moi University,Kenya,0.2857519,35.2946047
Mount Kenya University,Kenya,-1.044816,37.08236369999999
Multimedia University of Kenya,Kenya,-1.382264,36.76848
Nairobi Institute of Business Studies,Kenya,-1.2877845,36.8271167
Nairobi Technical Training Institute,Kenya,-1.2729531,36.8339382
Pan Africa Christian University,Kenya,-1.2153317,36.8856092
Pioneer International University,Kenya,-1.2722646,36.8280523
Presbyterian University of East Africa,Kenya,-1.2710015,36.6713897
Pwani University,Kenya,-3.6200184,39.8463701
Riara University School of Business and Law,Kenya,-1.3147823,36.8070166
Scott Christian University,Kenya,-1.5005043,37.26694
South Eastern Kenya University,Kenya,-1.3099491,37.7558212
St. Pauls University,Kenya,-1.2884922,36.8277741
Strathmore University,Kenya,-1.3093299,36.8125213
Technical University of Kenya,Kenya,-1.2912086,36.8253206
Technical University of Mombasa,Kenya,-4.0375477,39.6684099
United States International University,Kenya,-1.2180945,36.8792139
University of Eastern Africa  Baraton,Kenya,0.2374945,35.0718504
University of Eldoret,Kenya,0.5207609,35.2762321
University of Kabianga,Kenya,-0.4479404,35.1375379
University of Nairobi,Kenya,-1.2797442,36.81609350000001
Uzima University College,Kenya,-0.0675417,34.764854
Zetech College,Kenya,-1.2802885,36.81899610000001
American University of Central Asia,Kyrgyzstan,42.8111811,74.6272343
Asian Medical Institute,Kyrgyzstan,,
Bishkek Humanities University,Kyrgyzstan,42.8503719,74.5849552
International Ataturk Alatoo University,Kyrgyzstan,42.8558591,74.6811409
International University of Kyrgyzstan,Kyrgyzstan,42.8667346,74.57031010000001
Jalalabad State University Kyrgyzstan,Kyrgyzstan,40.926206,73.004837
Kyrgyz National Agrarian University,Kyrgyzstan,42.8519122,74.6051062
